numero_pedido,data_pedido,status_pedido,trimestre,mes,ano,porte_negocio,pais,territorio,estado,cidade,linha_produto,preco_sugerido,codigo_produto,quantidade_pedida,preco_unitario,valor_total
10280,8/17/2004 0:00,Shipped,3,8,2004,Large,Italy,EMEA,,Torino,Vintage Cars,53,S18_1367,27,57.68,1557.36
10280,8/17/2004 0:00,Shipped,3,8,2004,Medium,Italy,EMEA,,Torino,Vintage Cars,53,S18_1367,27,57.68,1557.36
10280,8/17/2004 0:00,Shipped,3,8,2004,Small,Italy,EMEA,,Torino,Vintage Cars,53,S18_1367,27,57.68,1557.36
10289,9/3/2004 0:00,Shipped,3,9,2004,Large,Norway,EMEA,,Bergen,Vintage Cars,53,S18_1367,24,56.07,1345.68
10289,9/3/2004 0:00,Shipped,3,9,2004,Medium,Norway,EMEA,,Bergen,Vintage Cars,53,S18_1367,24,56.07,1345.68
10289,9/3/2004 0:00,Shipped,3,9,2004,Small,Norway,EMEA,,Bergen,Vintage Cars,53,S18_1367,24,56.07,1345.68
10304,10/11/2004 0:00,Shipped,4,10,2004,Large,France,EMEA,,Versailles,Vintage Cars,53,S18_1367,37,48.52,1795.24
10304,10/11/2004 0:00,Shipped,4,10,2004,Medium,France,EMEA,,Versailles,Vintage Cars,53,S18_1367,37,48.52,1795.24
10304,10/11/2004 0:00,Shipped,4,10,2004,Small,France,EMEA,,Versailles,Vintage Cars,53,S18_1367,37,48.52,1795.24
10312,10/21/2004 0:00,Shipped,4,10,2004,Large,USA,,CA,San Rafael,Vintage Cars,53,S18_1367,25,44.21,1105.25
10312,10/21/2004 0:00,Shipped,4,10,2004,Medium,USA,,CA,San Rafael,Vintage Cars,53,S18_1367,25,44.21,1105.25
10312,10/21/2004 0:00,Shipped,4,10,2004,Small,USA,,CA,San Rafael,Vintage Cars,53,S18_1367,25,44.21,1105.25
10322,11/4/2004 0:00,Shipped,4,11,2004,Large,USA,,NH,Nashua,Vintage Cars,53,S18_1367,41,57.68,2364.88
10322,11/4/2004 0:00,Shipped,4,11,2004,Medium,USA,,NH,Nashua,Vintage Cars,53,S18_1367,41,57.68,2364.88
10322,11/4/2004 0:00,Shipped,4,11,2004,Small,USA,,NH,Nashua,Vintage Cars,53,S18_1367,41,57.68,2364.88
10332,11/17/2004 0:00,Shipped,4,11,2004,Large,UK,EMEA,,Manchester,Vintage Cars,53,S18_1367,27,89.89,2427.03
10332,11/17/2004 0:00,Shipped,4,11,2004,Medium,UK,EMEA,,Manchester,Vintage Cars,53,S18_1367,27,89.89,2427.03
10332,11/17/2004 0:00,Shipped,4,11,2004,Small,UK,EMEA,,Manchester,Vintage Cars,53,S18_1367,27,89.89,2427.03
10347,11/29/2004 0:00,Shipped,4,11,2004,Medium,Australia,APAC,Victoria,Melbourne,Vintage Cars,53,S18_1367,21,58.95,1237.95
10347,11/29/2004 0:00,Shipped,4,11,2004,Small,Australia,APAC,Victoria,Melbourne,Vintage Cars,53,S18_1367,21,58.95,1237.95
10356,12/9/2004 0:00,Shipped,4,12,2004,Large,France,EMEA,,Paris,Vintage Cars,53,S18_1367,22,72.41,1593.02
10356,12/9/2004 0:00,Shipped,4,12,2004,Medium,France,EMEA,,Paris,Vintage Cars,53,S18_1367,22,72.41,1593.02
10356,12/9/2004 0:00,Shipped,4,12,2004,Small,France,EMEA,,Paris,Vintage Cars,53,S18_1367,22,72.41,1593.02
10369,1/20/2005 0:00,Shipped,1,1,2005,Large,USA,,MA,Brickhaven,Vintage Cars,53,S18_1367,32,98.63,3156.16
10369,1/20/2005 0:00,Shipped,1,1,2005,Medium,USA,,MA,Brickhaven,Vintage Cars,53,S18_1367,32,98.63,3156.16
10369,1/20/2005 0:00,Shipped,1,1,2005,Small,USA,,MA,Brickhaven,Vintage Cars,53,S18_1367,32,98.63,3156.16
10381,2/17/2005 0:00,Shipped,1,2,2005,Large,USA,,CA,San Francisco,Vintage Cars,53,S18_1367,25,52.83,1320.75
10381,2/17/2005 0:00,Shipped,1,2,2005,Medium,USA,,CA,San Francisco,Vintage Cars,53,S18_1367,25,52.83,1320.75
10381,2/17/2005 0:00,Shipped,1,2,2005,Small,USA,,CA,San Francisco,Vintage Cars,53,S18_1367,25,52.83,1320.75
10391,3/9/2005 0:00,Shipped,1,3,2005,Large,Australia,APAC,NSW,North Sydney,Vintage Cars,53,S18_1367,42,100.0,4998.0
10391,3/9/2005 0:00,Shipped,1,3,2005,Medium,Australia,APAC,NSW,North Sydney,Vintage Cars,53,S18_1367,42,100.0,4998.0
10391,3/9/2005 0:00,Shipped,1,3,2005,Small,Australia,APAC,NSW,North Sydney,Vintage Cars,53,S18_1367,42,100.0,4998.0
10422,5/30/2005 0:00,In Process,2,5,2005,Medium,USA,,PA,Allentown,Vintage Cars,53,S18_1367,25,51.75,1293.75
10422,5/30/2005 0:00,In Process,2,5,2005,Small,USA,,PA,Allentown,Vintage Cars,53,S18_1367,25,51.75,1293.75
10110,3/18/2003 0:00,Shipped,1,3,2003,Medium,UK,EMEA,,Manchester,Classic Cars,124,S18_1589,37,100.0,5433.08
10110,3/18/2003 0:00,Shipped,1,3,2003,Small,UK,EMEA,,Manchester,Classic Cars,124,S18_1589,37,100.0,5433.08
10123,5/20/2003 0:00,Shipped,2,5,2003,Medium,France,EMEA,,Nantes,Classic Cars,124,S18_1589,26,100.0,3073.72
10123,5/20/2003 0:00,Shipped,2,5,2003,Small,France,EMEA,,Nantes,Classic Cars,124,S18_1589,26,100.0,3073.72
10137,7/10/2003 0:00,Shipped,3,7,2003,Medium,France,EMEA,,Reims,Classic Cars,124,S18_1589,44,99.55,4380.2
10137,7/10/2003 0:00,Shipped,3,7,2003,Small,France,EMEA,,Reims,Classic Cars,124,S18_1589,44,99.55,4380.2
10148,9/11/2003 0:00,Shipped,3,9,2003,Medium,Australia,APAC,NSW,North Sydney,Classic Cars,124,S18_1589,47,100.0,5848.68
10148,9/11/2003 0:00,Shipped,3,9,2003,Small,Australia,APAC,NSW,North Sydney,Classic Cars,124,S18_1589,47,100.0,5848.68
10161,10/17/2003 0:00,Shipped,4,10,2003,Medium,Denmark,EMEA,,Aaarhus,Classic Cars,124,S18_1589,43,100.0,6153.73
10161,10/17/2003 0:00,Shipped,4,10,2003,Small,Denmark,EMEA,,Aaarhus,Classic Cars,124,S18_1589,43,100.0,6153.73
10172,11/5/2003 0:00,Shipped,4,11,2003,Medium,USA,,CT,Bridgewater,Classic Cars,124,S18_1589,42,100.0,4965.24
10172,11/5/2003 0:00,Shipped,4,11,2003,Small,USA,,CT,Bridgewater,Classic Cars,124,S18_1589,42,100.0,4965.24
10181,11/12/2003 0:00,Shipped,4,11,2003,Medium,Norway,EMEA,,Bergen,Classic Cars,124,S18_1589,42,100.0,5435.64
10181,11/12/2003 0:00,Shipped,4,11,2003,Small,Norway,EMEA,,Bergen,Classic Cars,124,S18_1589,42,100.0,5435.64
10192,11/20/2003 0:00,Shipped,4,11,2003,Large,USA,,NH,Nashua,Classic Cars,124,S18_1589,29,100.0,4258.36
10192,11/20/2003 0:00,Shipped,4,11,2003,Medium,USA,,NH,Nashua,Classic Cars,124,S18_1589,29,100.0,4258.36
10192,11/20/2003 0:00,Shipped,4,11,2003,Small,USA,,NH,Nashua,Classic Cars,124,S18_1589,29,100.0,4258.36
10204,12/2/2003 0:00,Shipped,4,12,2003,Medium,USA,,NY,NYC,Classic Cars,124,S18_1589,40,100.0,4032.0
10204,12/2/2003 0:00,Shipped,4,12,2003,Small,USA,,NY,NYC,Classic Cars,124,S18_1589,40,100.0,4032.0
10212,1/16/2004 0:00,Shipped,1,1,2004,Medium,Spain,EMEA,,Madrid,Classic Cars,124,S18_1589,38,100.0,4492.36
10212,1/16/2004 0:00,Shipped,1,1,2004,Small,Spain,EMEA,,Madrid,Classic Cars,124,S18_1589,38,100.0,4492.36
10226,2/26/2004 0:00,Shipped,1,2,2004,Large,USA,,CA,San Diego,Classic Cars,124,S18_1589,38,100.0,4161.38
10226,2/26/2004 0:00,Shipped,1,2,2004,Medium,USA,,CA,San Diego,Classic Cars,124,S18_1589,38,100.0,4161.38
10226,2/26/2004 0:00,Shipped,1,2,2004,Small,USA,,CA,San Diego,Classic Cars,124,S18_1589,38,100.0,4161.38
10241,4/13/2004 0:00,Shipped,2,4,2004,Large,France,EMEA,,Strasbourg,Classic Cars,124,S18_1589,21,100.0,2508.66
10241,4/13/2004 0:00,Shipped,2,4,2004,Medium,France,EMEA,,Strasbourg,Classic Cars,124,S18_1589,21,100.0,2508.66
10241,4/13/2004 0:00,Shipped,2,4,2004,Small,France,EMEA,,Strasbourg,Classic Cars,124,S18_1589,21,100.0,2508.66
10253,6/1/2004 0:00,Cancelled,2,6,2004,Medium,UK,EMEA,,Liverpool,Classic Cars,124,S18_1589,24,100.0,3374.88
10253,6/1/2004 0:00,Cancelled,2,6,2004,Small,UK,EMEA,,Liverpool,Classic Cars,124,S18_1589,24,100.0,3374.88
10266,7/6/2004 0:00,Shipped,3,7,2004,Large,Italy,EMEA,,Reggio Emilia,Classic Cars,124,S18_1589,36,100.0,5196.6
10266,7/6/2004 0:00,Shipped,3,7,2004,Medium,Italy,EMEA,,Reggio Emilia,Classic Cars,124,S18_1589,36,100.0,5196.6
10266,7/6/2004 0:00,Shipped,3,7,2004,Small,Italy,EMEA,,Reggio Emilia,Classic Cars,124,S18_1589,36,100.0,5196.6
10278,8/6/2004 0:00,Shipped,3,8,2004,Medium,USA,,NV,Las Vegas,Classic Cars,124,S18_1589,23,100.0,2604.52
10278,8/6/2004 0:00,Shipped,3,8,2004,Small,USA,,NV,Las Vegas,Classic Cars,124,S18_1589,23,100.0,2604.52
10288,9/1/2004 0:00,Shipped,3,9,2004,Medium,Singapore,APAC,,Singapore,Classic Cars,124,S18_1589,20,100.0,2936.8
10288,9/1/2004 0:00,Shipped,3,9,2004,Small,Singapore,APAC,,Singapore,Classic Cars,124,S18_1589,20,100.0,2936.8
10301,10/5/2003 0:00,Shipped,4,10,2003,Large,Norway,EMEA,,Oslo,Classic Cars,124,S18_1589,32,100.0,3424.64
10301,10/5/2003 0:00,Shipped,4,10,2003,Medium,Norway,EMEA,,Oslo,Classic Cars,124,S18_1589,32,100.0,3424.64
10301,10/5/2003 0:00,Shipped,4,10,2003,Small,Norway,EMEA,,Oslo,Classic Cars,124,S18_1589,32,100.0,3424.64
10311,10/16/2004 0:00,Shipped,4,10,2004,Medium,Spain,EMEA,,Madrid,Classic Cars,124,S18_1589,29,100.0,2923.2
10311,10/16/2004 0:00,Shipped,4,10,2004,Small,Spain,EMEA,,Madrid,Classic Cars,124,S18_1589,29,100.0,2923.2
10321,11/4/2004 0:00,Shipped,4,11,2004,Medium,USA,,MA,New Bedford,Classic Cars,124,S18_1589,44,100.0,4489.76
10321,11/4/2004 0:00,Shipped,4,11,2004,Small,USA,,MA,New Bedford,Classic Cars,124,S18_1589,44,100.0,4489.76
10331,11/17/2004 0:00,Shipped,4,11,2004,Medium,USA,,PA,Philadelphia,Classic Cars,124,S18_1589,44,100.0,4849.24
10331,11/17/2004 0:00,Shipped,4,11,2004,Small,USA,,PA,Philadelphia,Classic Cars,124,S18_1589,44,100.0,4849.24
10343,11/24/2004 0:00,Shipped,4,11,2004,Medium,France,EMEA,,Reims,Classic Cars,124,S18_1589,36,100.0,5848.92
10343,11/24/2004 0:00,Shipped,4,11,2004,Small,France,EMEA,,Reims,Classic Cars,124,S18_1589,36,100.0,5848.92
10367,1/12/2005 0:00,Resolved,1,1,2005,Large,USA,,CA,Pasadena,Classic Cars,124,S18_1589,49,56.3,2758.7
10367,1/12/2005 0:00,Resolved,1,1,2005,Medium,USA,,CA,Pasadena,Classic Cars,124,S18_1589,49,56.3,2758.7
10367,1/12/2005 0:00,Resolved,1,1,2005,Small,USA,,CA,Pasadena,Classic Cars,124,S18_1589,49,56.3,2758.7
10378,2/10/2005 0:00,Shipped,1,2,2005,Medium,Spain,EMEA,,Madrid,Classic Cars,124,S18_1589,34,42.64,1449.76
10378,2/10/2005 0:00,Shipped,1,2,2005,Small,Spain,EMEA,,Madrid,Classic Cars,124,S18_1589,34,42.64,1449.76
10407,4/22/2005 0:00,On Hold,2,4,2005,Large,USA,,CA,San Jose,Classic Cars,124,S18_1589,59,100.0,7048.14
10407,4/22/2005 0:00,On Hold,2,4,2005,Medium,USA,,CA,San Jose,Classic Cars,124,S18_1589,59,100.0,7048.14
10407,4/22/2005 0:00,On Hold,2,4,2005,Small,USA,,CA,San Jose,Classic Cars,124,S18_1589,59,100.0,7048.14
10419,5/17/2005 0:00,Shipped,2,5,2005,Large,Austria,EMEA,,Salzburg,Classic Cars,124,S18_1589,37,100.0,5202.94
10419,5/17/2005 0:00,Shipped,2,5,2005,Medium,Austria,EMEA,,Salzburg,Classic Cars,124,S18_1589,37,100.0,5202.94
10419,5/17/2005 0:00,Shipped,2,5,2005,Small,Austria,EMEA,,Salzburg,Classic Cars,124,S18_1589,37,100.0,5202.94
10106,2/17/2003 0:00,Shipped,1,2,2003,Medium,Italy,EMEA,,Bergamo,Planes,157,S18_1662,36,100.0,5279.4
10106,2/17/2003 0:00,Shipped,1,2,2003,Small,Italy,EMEA,,Bergamo,Planes,157,S18_1662,36,100.0,5279.4
10119,4/28/2003 0:00,Shipped,2,4,2003,Medium,Austria,EMEA,,Salzburg,Planes,157,S18_1662,43,100.0,6916.12
10119,4/28/2003 0:00,Shipped,2,4,2003,Small,Austria,EMEA,,Salzburg,Planes,157,S18_1662,43,100.0,6916.12
10131,6/16/2003 0:00,Shipped,2,6,2003,Medium,USA,,CT,Glendale,Planes,157,S18_1662,21,100.0,2781.66
10131,6/16/2003 0:00,Shipped,2,6,2003,Small,USA,,CT,Glendale,Planes,157,S18_1662,21,100.0,2781.66
10143,8/10/2003 0:00,Shipped,3,8,2003,Medium,USA,,MA,New Bedford,Planes,157,S18_1662,32,100.0,5248.0
10143,8/10/2003 0:00,Shipped,3,8,2003,Small,USA,,MA,New Bedford,Planes,157,S18_1662,32,100.0,5248.0
10155,10/6/2003 0:00,Shipped,4,10,2003,Medium,Finland,EMEA,,Helsinki,Planes,157,S18_1662,38,100.0,6531.44
10155,10/6/2003 0:00,Shipped,4,10,2003,Small,Finland,EMEA,,Helsinki,Planes,157,S18_1662,38,100.0,6531.44
10167,10/23/2003 0:00,Cancelled,4,10,2003,Medium,Sweden,EMEA,,Boras,Planes,157,S18_1662,43,100.0,5763.72
10167,10/23/2003 0:00,Cancelled,4,10,2003,Small,Sweden,EMEA,,Boras,Planes,157,S18_1662,43,100.0,5763.72
10178,11/8/2003 0:00,Shipped,4,11,2003,Medium,France,EMEA,,Toulouse,Planes,157,S18_1662,42,100.0,6490.68
10178,11/8/2003 0:00,Shipped,4,11,2003,Small,France,EMEA,,Toulouse,Planes,157,S18_1662,42,100.0,6490.68
10186,11/14/2003 0:00,Shipped,4,11,2003,Medium,UK,EMEA,,London,Planes,157,S18_1662,32,100.0,6004.8
10186,11/14/2003 0:00,Shipped,4,11,2003,Small,UK,EMEA,,London,Planes,157,S18_1662,32,100.0,6004.8
10198,11/27/2003 0:00,Shipped,4,11,2003,Large,Philippines,Japan,,Makati City,Planes,157,S18_1662,42,100.0,7483.98
10198,11/27/2003 0:00,Shipped,4,11,2003,Medium,Philippines,Japan,,Makati City,Planes,157,S18_1662,42,100.0,7483.98
10198,11/27/2003 0:00,Shipped,4,11,2003,Small,Philippines,Japan,,Makati City,Planes,157,S18_1662,42,100.0,7483.98
10210,1/12/2004 0:00,Shipped,1,1,2004,Medium,Japan,Japan,Osaka,Osaka,Planes,157,S18_1662,31,100.0,5719.5
10210,1/12/2004 0:00,Shipped,1,1,2004,Small,Japan,Japan,Osaka,Osaka,Planes,157,S18_1662,31,100.0,5719.5
10222,2/19/2004 0:00,Shipped,1,2,2004,Medium,USA,,CA,San Diego,Planes,157,S18_1662,49,100.0,6954.08
10222,2/19/2004 0:00,Shipped,1,2,2004,Small,USA,,CA,San Diego,Planes,157,S18_1662,49,100.0,6954.08
10250,5/11/2004 0:00,Shipped,2,5,2004,Large,USA,,CA,San Jose,Planes,157,S18_1662,45,100.0,8160.3
10250,5/11/2004 0:00,Shipped,2,5,2004,Medium,USA,,CA,San Jose,Planes,157,S18_1662,45,100.0,8160.3
10250,5/11/2004 0:00,Shipped,2,5,2004,Small,USA,,CA,San Jose,Planes,157,S18_1662,45,100.0,8160.3
10262,6/24/2004 0:00,Cancelled,2,6,2004,Medium,Spain,EMEA,,Madrid,Planes,157,S18_1662,49,100.0,6567.96
10262,6/24/2004 0:00,Cancelled,2,6,2004,Small,Spain,EMEA,,Madrid,Planes,157,S18_1662,49,100.0,6567.96
10274,7/21/2004 0:00,Shipped,3,7,2004,Medium,USA,,MA,Brickhaven,Planes,157,S18_1662,41,100.0,6724.0
10274,7/21/2004 0:00,Shipped,3,7,2004,Small,USA,,MA,Brickhaven,Planes,157,S18_1662,41,100.0,6724.0
10284,8/21/2004 0:00,Shipped,3,8,2004,Medium,Norway,EMEA,,Oslo,Planes,157,S18_1662,45,100.0,5747.85
10284,8/21/2004 0:00,Shipped,3,8,2004,Small,Norway,EMEA,,Oslo,Planes,157,S18_1662,45,100.0,5747.85
10296,9/15/2004 0:00,Shipped,3,9,2004,Medium,Germany,EMEA,,Munich,Planes,157,S18_1662,36,100.0,5676.84
10296,9/15/2004 0:00,Shipped,3,9,2004,Small,Germany,EMEA,,Munich,Planes,157,S18_1662,36,100.0,5676.84
10307,10/14/2004 0:00,Shipped,4,10,2004,Large,USA,,PA,Philadelphia,Planes,157,S18_1662,39,100.0,7379.97
10307,10/14/2004 0:00,Shipped,4,10,2004,Medium,USA,,PA,Philadelphia,Planes,157,S18_1662,39,100.0,7379.97
10307,10/14/2004 0:00,Shipped,4,10,2004,Small,USA,,PA,Philadelphia,Planes,157,S18_1662,39,100.0,7379.97
10316,11/1/2004 0:00,Shipped,4,11,2004,Medium,UK,EMEA,Isle of Wight,Cowes,Planes,157,S18_1662,27,100.0,3704.13
10316,11/1/2004 0:00,Shipped,4,11,2004,Small,UK,EMEA,Isle of Wight,Cowes,Planes,157,S18_1662,27,100.0,3704.13
10327,11/10/2004 0:00,Resolved,4,11,2004,Medium,Denmark,EMEA,,Kobenhavn,Planes,157,S18_1662,25,100.0,2804.75
10327,11/10/2004 0:00,Resolved,4,11,2004,Small,Denmark,EMEA,,Kobenhavn,Planes,157,S18_1662,25,100.0,2804.75
10338,11/22/2004 0:00,Shipped,4,11,2004,Medium,Belgium,EMEA,,Charleroi,Planes,157,S18_1662,41,100.0,5624.79
10338,11/22/2004 0:00,Shipped,4,11,2004,Small,Belgium,EMEA,,Charleroi,Planes,157,S18_1662,41,100.0,5624.79
10351,12/3/2004 0:00,Shipped,4,12,2004,Medium,UK,EMEA,,London,Planes,157,S18_1662,39,99.52,3881.28
10351,12/3/2004 0:00,Shipped,4,12,2004,Small,UK,EMEA,,London,Planes,157,S18_1662,39,99.52,3881.28
10373,1/31/2005 0:00,Shipped,1,1,2005,Medium,Finland,EMEA,,Oulu,Planes,157,S18_1662,28,57.55,1611.4
10373,1/31/2005 0:00,Shipped,1,1,2005,Small,Finland,EMEA,,Oulu,Planes,157,S18_1662,28,57.55,1611.4
10386,3/1/2005 0:00,Resolved,1,3,2005,Medium,Spain,EMEA,,Madrid,Planes,157,S18_1662,25,54.57,1364.25
10386,3/1/2005 0:00,Resolved,1,3,2005,Small,Spain,EMEA,,Madrid,Planes,157,S18_1662,25,54.57,1364.25
10398,3/30/2005 0:00,Shipped,1,3,2005,Medium,France,EMEA,,Reims,Planes,157,S18_1662,33,100.0,4215.09
10398,3/30/2005 0:00,Shipped,1,3,2005,Small,France,EMEA,,Reims,Planes,157,S18_1662,33,100.0,4215.09
10400,4/1/2005 0:00,Shipped,2,4,2005,Large,USA,,CA,San Jose,Planes,157,S18_1662,34,100.0,6433.82
10400,4/1/2005 0:00,Shipped,2,4,2005,Medium,USA,,CA,San Jose,Planes,157,S18_1662,34,100.0,6433.82
10400,4/1/2005 0:00,Shipped,2,4,2005,Small,USA,,CA,San Jose,Planes,157,S18_1662,34,100.0,6433.82
10416,5/10/2005 0:00,Shipped,2,5,2005,Medium,Italy,EMEA,,Reggio Emilia,Planes,157,S18_1662,24,100.0,4352.16
10416,5/10/2005 0:00,Shipped,2,5,2005,Small,Italy,EMEA,,Reggio Emilia,Planes,157,S18_1662,24,100.0,4352.16
10100,1/6/2003 0:00,Shipped,1,1,2003,Medium,USA,,NH,Nashua,Vintage Cars,170,S18_1749,30,100.0,5151.0
10100,1/6/2003 0:00,Shipped,1,1,2003,Small,USA,,NH,Nashua,Vintage Cars,170,S18_1749,30,100.0,5151.0
10110,3/18/2003 0:00,Shipped,1,3,2003,Medium,UK,EMEA,,Manchester,Vintage Cars,170,S18_1749,42,100.0,6069.0
10110,3/18/2003 0:00,Shipped,1,3,2003,Small,UK,EMEA,,Manchester,Vintage Cars,170,S18_1749,42,100.0,6069.0
10124,5/21/2003 0:00,Shipped,2,5,2003,Medium,USA,,NV,Las Vegas,Vintage Cars,170,S18_1749,21,100.0,2856.0
10124,5/21/2003 0:00,Shipped,2,5,2003,Small,USA,,NV,Las Vegas,Vintage Cars,170,S18_1749,21,100.0,2856.0
10149,9/12/2003 0:00,Shipped,3,9,2003,Medium,USA,,CA,Brisbane,Vintage Cars,170,S18_1749,34,100.0,5375.4
10149,9/12/2003 0:00,Shipped,3,9,2003,Small,USA,,CA,Brisbane,Vintage Cars,170,S18_1749,34,100.0,5375.4
10162,10/18/2003 0:00,Shipped,4,10,2003,Large,USA,,CA,San Francisco,Vintage Cars,170,S18_1749,29,100.0,5176.5
10162,10/18/2003 0:00,Shipped,4,10,2003,Medium,USA,,CA,San Francisco,Vintage Cars,170,S18_1749,29,100.0,5176.5
10162,10/18/2003 0:00,Shipped,4,10,2003,Small,USA,,CA,San Francisco,Vintage Cars,170,S18_1749,29,100.0,5176.5
10173,11/5/2003 0:00,Shipped,4,11,2003,Medium,Italy,EMEA,,Bergamo,Vintage Cars,170,S18_1749,24,100.0,3508.8
10173,11/5/2003 0:00,Shipped,4,11,2003,Small,Italy,EMEA,,Bergamo,Vintage Cars,170,S18_1749,24,100.0,3508.8
10182,11/12/2003 0:00,Shipped,4,11,2003,Large,USA,,CA,San Rafael,Vintage Cars,170,S18_1749,44,100.0,7554.8
10182,11/12/2003 0:00,Shipped,4,11,2003,Medium,USA,,CA,San Rafael,Vintage Cars,170,S18_1749,44,100.0,7554.8
10182,11/12/2003 0:00,Shipped,4,11,2003,Small,USA,,CA,San Rafael,Vintage Cars,170,S18_1749,44,100.0,7554.8
10193,11/21/2003 0:00,Shipped,4,11,2003,Medium,Australia,APAC,Victoria,Glen Waverly,Vintage Cars,170,S18_1749,21,100.0,3141.6
10193,11/21/2003 0:00,Shipped,4,11,2003,Small,Australia,APAC,Victoria,Glen Waverly,Vintage Cars,170,S18_1749,21,100.0,3141.6
10204,12/2/2003 0:00,Shipped,4,12,2003,Medium,USA,,NY,NYC,Vintage Cars,170,S18_1749,33,100.0,5890.5
10204,12/2/2003 0:00,Shipped,4,12,2003,Small,USA,,NY,NYC,Vintage Cars,170,S18_1749,33,100.0,5890.5
10214,1/26/2004 0:00,Shipped,1,1,2004,Large,Spain,EMEA,,Madrid,Vintage Cars,170,S18_1749,30,100.0,5967.0
10214,1/26/2004 0:00,Shipped,1,1,2004,Medium,Spain,EMEA,,Madrid,Vintage Cars,170,S18_1749,30,100.0,5967.0
10214,1/26/2004 0:00,Shipped,1,1,2004,Small,Spain,EMEA,,Madrid,Vintage Cars,170,S18_1749,30,100.0,5967.0
10227,3/2/2004 0:00,Shipped,1,3,2004,Large,France,EMEA,,Lyon,Vintage Cars,170,S18_1749,26,100.0,3712.8
10227,3/2/2004 0:00,Shipped,1,3,2004,Medium,France,EMEA,,Lyon,Vintage Cars,170,S18_1749,26,100.0,3712.8
10227,3/2/2004 0:00,Shipped,1,3,2004,Small,France,EMEA,,Lyon,Vintage Cars,170,S18_1749,26,100.0,3712.8
10241,4/13/2004 0:00,Shipped,2,4,2004,Large,France,EMEA,,Strasbourg,Vintage Cars,170,S18_1749,41,100.0,7597.3
10241,4/13/2004 0:00,Shipped,2,4,2004,Medium,France,EMEA,,Strasbourg,Vintage Cars,170,S18_1749,41,100.0,7597.3
10241,4/13/2004 0:00,Shipped,2,4,2004,Small,France,EMEA,,Strasbourg,Vintage Cars,170,S18_1749,41,100.0,7597.3
10280,8/17/2004 0:00,Shipped,3,8,2004,Large,Italy,EMEA,,Torino,Vintage Cars,170,S18_1749,26,100.0,3668.6
10280,8/17/2004 0:00,Shipped,3,8,2004,Medium,Italy,EMEA,,Torino,Vintage Cars,170,S18_1749,26,100.0,3668.6
10280,8/17/2004 0:00,Shipped,3,8,2004,Small,Italy,EMEA,,Torino,Vintage Cars,170,S18_1749,26,100.0,3668.6
10288,9/1/2004 0:00,Shipped,3,9,2004,Medium,Singapore,APAC,,Singapore,Vintage Cars,170,S18_1749,32,100.0,5875.2
10288,9/1/2004 0:00,Shipped,3,9,2004,Small,Singapore,APAC,,Singapore,Vintage Cars,170,S18_1749,32,100.0,5875.2
10302,10/6/2003 0:00,Shipped,4,10,2003,Large,UK,EMEA,,Liverpool,Vintage Cars,170,S18_1749,43,100.0,7310.0
10302,10/6/2003 0:00,Shipped,4,10,2003,Medium,UK,EMEA,,Liverpool,Vintage Cars,170,S18_1749,43,100.0,7310.0
10302,10/6/2003 0:00,Shipped,4,10,2003,Small,UK,EMEA,,Liverpool,Vintage Cars,170,S18_1749,43,100.0,7310.0
10312,10/21/2004 0:00,Shipped,4,10,2004,Large,USA,,CA,San Rafael,Vintage Cars,170,S18_1749,48,100.0,8078.4
10312,10/21/2004 0:00,Shipped,4,10,2004,Medium,USA,,CA,San Rafael,Vintage Cars,170,S18_1749,48,100.0,8078.4
10312,10/21/2004 0:00,Shipped,4,10,2004,Small,USA,,CA,San Rafael,Vintage Cars,170,S18_1749,48,100.0,8078.4
10331,11/17/2004 0:00,Shipped,4,11,2004,Medium,USA,,PA,Philadelphia,Vintage Cars,170,S18_1749,44,74.04,3257.76
10331,11/17/2004 0:00,Shipped,4,11,2004,Small,USA,,PA,Philadelphia,Vintage Cars,170,S18_1749,44,74.04,3257.76
10344,11/25/2004 0:00,Shipped,4,11,2004,Large,France,EMEA,,Marseille,Vintage Cars,170,S18_1749,45,100.0,7650.0
10344,11/25/2004 0:00,Shipped,4,11,2004,Medium,France,EMEA,,Marseille,Vintage Cars,170,S18_1749,45,100.0,7650.0
10344,11/25/2004 0:00,Shipped,4,11,2004,Small,France,EMEA,,Marseille,Vintage Cars,170,S18_1749,45,100.0,7650.0
10367,1/12/2005 0:00,Resolved,1,1,2005,Large,USA,,CA,Pasadena,Vintage Cars,170,S18_1749,37,100.0,4703.81
10367,1/12/2005 0:00,Resolved,1,1,2005,Medium,USA,,CA,Pasadena,Vintage Cars,170,S18_1749,37,100.0,4703.81
10367,1/12/2005 0:00,Resolved,1,1,2005,Small,USA,,CA,Pasadena,Vintage Cars,170,S18_1749,37,100.0,4703.81
10379,2/10/2005 0:00,Shipped,1,2,2005,Medium,Spain,EMEA,,Madrid,Vintage Cars,170,S18_1749,39,100.0,5399.55
10379,2/10/2005 0:00,Shipped,1,2,2005,Small,Spain,EMEA,,Madrid,Vintage Cars,170,S18_1749,39,100.0,5399.55
10407,4/22/2005 0:00,On Hold,2,4,2005,Large,USA,,CA,San Jose,Vintage Cars,170,S18_1749,76,100.0,14082.8
10407,4/22/2005 0:00,On Hold,2,4,2005,Medium,USA,,CA,San Jose,Vintage Cars,170,S18_1749,76,100.0,14082.8
